order_key,order_id,product_key,customer_key,employee_key,shipper_key,order_date,required_date,shipped_date,shipping_timeline,unit_price,quantity,discount,sales_amount,total_order_freight,allocated_freight
484,10430,56,20,4,1,30/01/2014,13/02/2014,03/02/2014,Shipped Early,30.4,30,0,912,458.78,85.4
485,10430,59,20,4,1,30/01/2014,13/02/2014,03/02/2014,Shipped Early,44,70,0.2,2464,458.78,230.74
486,10431,17,10,4,2,30/01/2014,13/02/2014,07/02/2014,Shipped Early,31.2,50,0.25,1170,44.17,27.31
487,10431,40,10,4,2,30/01/2014,13/02/2014,07/02/2014,Shipped Early,14.7,50,0.25,551.25,44.17,12.87
488,10431,47,10,4,2,30/01/2014,13/02/2014,07/02/2014,Shipped Early,7.6,30,0.25,171,44.17,3.99
489,10432,26,75,3,2,31/01/2014,14/02/2014,07/02/2014,Shipped Early,24.9,10,0,249,4.34,2.23
490,10432,54,75,3,2,31/01/2014,14/02/2014,07/02/2014,Shipped Early,5.9,40,0,236,4.34,2.11
491,10433,56,60,3,3,03/02/2014,03/03/2014,04/03/2014,Shipping Delayed,30.4,28,0,851.2,73.83,73.83
492,10434,11,24,3,2,03/02/2014,03/03/2014,13/02/2014,Shipped Early,16.8,6,0,100.8,17.92,5.63
493,10434,76,24,3,2,03/02/2014,03/03/2014,13/02/2014,Shipped Early,14.4,18,0.15,220.32,17.92,12.29
494,10435,2,16,8,2,04/02/2014,18/03/2014,07/02/2014,Shipped Early,15.2,10,0,152,9.21,2.22
495,10435,22,16,8,2,04/02/2014,18/03/2014,07/02/2014,Shipped Early,16.8,12,0,201.6,9.21,2.94
496,10435,72,16,8,2,04/02/2014,18/03/2014,07/02/2014,Shipped Early,27.8,10,0,278,9.21,4.05
497,10436,46,7,3,2,05/02/2014,05/03/2014,11/02/2014,Shipped Early,9.6,5,0,48,156.66,3.77
498,10436,56,7,3,2,05/02/2014,05/03/2014,11/02/2014,Shipped Early,30.4,40,0.1,1094.4,156.66,85.96
499,10436,64,7,3,2,05/02/2014,05/03/2014,11/02/2014,Shipped Early,26.6,30,0.1,718.2,156.66,56.41
500,10436,75,7,3,2,05/02/2014,05/03/2014,11/02/2014,Shipped Early,6.2,24,0.1,133.92,156.66,10.52
501,10437,53,87,8,1,05/02/2014,05/03/2014,12/02/2014,Shipped Early,26.2,15,0,393,19.97,19.97
502,10438,19,79,3,2,06/02/2014,06/03/2014,14/02/2014,Shipped Early,7.3,15,0.2,87.6,8.24,1.59
503,10438,34,79,3,2,06/02/2014,06/03/2014,14/02/2014,Shipped Early,11.2,20,0.2,179.2,8.24,3.25
504,10438,57,79,3,2,06/02/2014,06/03/2014,14/02/2014,Shipped Early,15.6,15,0.2,187.2,8.24,3.4
505,10439,12,51,6,3,07/02/2014,07/03/2014,10/02/2014,Shipped Early,30.4,15,0,456,4.07,1.72
506,10439,16,51,6,3,07/02/2014,07/03/2014,10/02/2014,Shipped Early,13.9,16,0,222.4,4.07,0.84
507,10439,64,51,6,3,07/02/2014,07/03/2014,10/02/2014,Shipped Early,26.6,6,0,159.6,4.07,0.6
508,10439,74,51,6,3,07/02/2014,07/03/2014,10/02/2014,Shipped Early,8,30,0,240,4.07,0.91
509,10440,2,71,4,2,10/02/2014,10/03/2014,28/02/2014,Shipped Early,15.2,45,0.15,581.4,86.53,10.22
510,10440,16,71,4,2,10/02/2014,10/03/2014,28/02/2014,Shipped Early,13.9,49,0.15,578.94,86.53,10.17
511,10440,29,71,4,2,10/02/2014,10/03/2014,28/02/2014,Shipped Early,99,24,0.15,2019.6,86.53,35.49
512,10440,61,71,4,2,10/02/2014,10/03/2014,28/02/2014,Shipped Early,22.8,90,0.15,1744.2,86.53,30.65
513,10441,27,55,3,2,10/02/2014,24/03/2014,14/03/2014,Shipped Early,35.1,50,0,1755,73.02,73.02
514,10442,11,20,3,2,11/02/2014,11/03/2014,18/02/2014,Shipped Early,16.8,30,0,504,47.94,13.48
515,10442,54,20,3,2,11/02/2014,11/03/2014,18/02/2014,Shipped Early,5.9,80,0,472,47.94,12.63
516,10442,66,20,3,2,11/02/2014,11/03/2014,18/02/2014,Shipped Early,13.6,60,0,816,47.94,21.83
517,10443,11,66,8,1,12/02/2014,12/03/2014,14/02/2014,Shipped Early,16.8,6,0.2,80.64,13.95,2.17
518,10443,28,66,8,1,12/02/2014,12/03/2014,14/02/2014,Shipped Early,36.4,12,0,436.8,13.95,11.78
519,10444,17,5,3,3,12/02/2014,12/03/2014,21/02/2014,Shipped Early,31.2,10,0,312,3.5,1.06
520,10444,26,5,3,3,12/02/2014,12/03/2014,21/02/2014,Shipped Early,24.9,15,0,373.5,3.5,1.27
521,10444,35,5,3,3,12/02/2014,12/03/2014,21/02/2014,Shipped Early,14.4,8,0,115.2,3.5,0.39
522,10444,41,5,3,3,12/02/2014,12/03/2014,21/02/2014,Shipped Early,7.7,30,0,231,3.5,0.78
523,10445,39,5,3,1,13/02/2014,13/03/2014,20/02/2014,Shipped Early,14.4,6,0,86.4,9.3,4.59
524,10445,54,5,3,1,13/02/2014,13/03/2014,20/02/2014,Shipped Early,5.9,15,0,88.5,9.3,4.71
525,10446,19,79,6,1,14/02/2014,14/03/2014,19/02/2014,Shipped Early,7.3,12,0.1,78.84,14.68,4.7
526,10446,24,79,6,1,14/02/2014,14/03/2014,19/02/2014,Shipped Early,3.6,20,0.1,64.8,14.68,3.86
527,10446,31,79,6,1,14/02/2014,14/03/2014,19/02/2014,Shipped Early,10,3,0.1,27,14.68,1.61
528,10446,52,79,6,1,14/02/2014,14/03/2014,19/02/2014,Shipped Early,5.6,15,0.1,75.6,14.68,4.51
529,10447,19,67,4,2,14/02/2014,14/03/2014,07/03/2014,Shipped Early,7.3,40,0,292,68.66,21.93
530,10447,65,67,4,2,14/02/2014,14/03/2014,07/03/2014,Shipped Early,16.8,35,0,588,68.66,44.15
531,10447,71,67,4,2,14/02/2014,14/03/2014,07/03/2014,Shipped Early,17.2,2,0,34.4,68.66,2.58
532,10448,26,64,4,2,17/02/2014,17/03/2014,24/02/2014,Shipped Early,24.9,6,0,149.4,38.82,13.08
533,10448,40,64,4,2,17/02/2014,17/03/2014,24/02/2014,Shipped Early,14.7,20,0,294,38.82,25.74
534,10449,10,7,3,2,18/02/2014,18/03/2014,27/02/2014,Shipped Early,24.8,14,0,347.2,53.3,10.07
535,10449,52,7,3,2,18/02/2014,18/03/2014,27/02/2014,Shipped Early,5.6,20,0,112,53.3,3.25
536,10449,62,7,3,2,18/02/2014,18/03/2014,27/02/2014,Shipped Early,39.4,35,0,1379,53.3,39.99
537,10450,10,84,8,2,19/02/2014,19/03/2014,11/03/2014,Shipped Early,24.8,20,0.2,396.8,7.23,6.75
538,10450,54,84,8,2,19/02/2014,19/03/2014,11/03/2014,Shipped Early,5.9,6,0.2,28.32,7.23,0.48
539,10451,55,63,4,3,19/02/2014,05/03/2014,12/03/2014,Shipping Delayed,19.2,120,0.1,2073.6,189.09,101.85
540,10451,64,63,4,3,19/02/2014,05/03/2014,12/03/2014,Shipping Delayed,26.6,35,0.1,837.9,189.09,41.16
541,10451,65,63,4,3,19/02/2014,05/03/2014,12/03/2014,Shipping Delayed,16.8,28,0.1,423.36,189.09,20.79
542,10451,77,63,4,3,19/02/2014,05/03/2014,12/03/2014,Shipping Delayed,10.4,55,0.1,514.8,189.09,25.29
543,10452,28,71,8,1,20/02/2014,20/03/2014,26/02/2014,Shipped Early,36.4,15,0,546,140.26,37.94
544,10452,44,71,8,1,20/02/2014,20/03/2014,26/02/2014,Shipped Early,15.5,100,0.05,1472.5,140.26,102.32
545,10453,48,4,1,2,21/02/2014,21/03/2014,26/02/2014,Shipped Early,10.2,15,0.1,137.7,25.36,8.57
546,10453,70,4,1,2,21/02/2014,21/03/2014,26/02/2014,Shipped Early,12,25,0.1,270,25.36,16.79
547,10454,16,41,4,3,21/02/2014,21/03/2014,25/02/2014,Shipped Early,13.9,20,0.2,222.4,2.74,1.84
548,10454,33,41,4,3,21/02/2014,21/03/2014,25/02/2014,Shipped Early,2,20,0.2,32,2.74,0.26
549,10454,46,41,4,3,21/02/2014,21/03/2014,25/02/2014,Shipped Early,9.6,10,0.2,76.8,2.74,0.64
550,10455,39,87,8,2,24/02/2014,07/04/2014,03/03/2014,Shipped Early,14.4,20,0,288,180.45,19.36
551,10455,53,87,8,2,24/02/2014,07/04/2014,03/03/2014,Shipped Early,26.2,50,0,1310,180.45,88.07
552,10455,61,87,8,2,24/02/2014,07/04/2014,03/03/2014,Shipped Early,22.8,25,0,570,180.45,38.32
553,10455,71,87,8,2,24/02/2014,07/04/2014,03/03/2014,Shipped Early,17.2,30,0,516,180.45,34.69
554,10456,21,39,8,2,25/02/2014,08/04/2014,28/02/2014,Shipped Early,8,40,0.15,272,8.12,3.96
555,10456,49,39,8,2,25/02/2014,08/04/2014,28/02/2014,Shipped Early,16,21,0.15,285.6,8.12,4.16
556,10457,59,39,2,1,25/02/2014,25/03/2014,03/03/2014,Shipped Early,44,36,0,1584,11.57,11.57
557,10458,26,76,7,3,26/02/2014,26/03/2014,04/03/2014,Shipped Early,24.9,30,0,747,147.06,28.23
558,10458,28,76,7,3,26/02/2014,26/03/2014,04/03/2014,Shipped Early,36.4,30,0,1092,147.06,41.27
559,10458,43,76,7,3,26/02/2014,26/03/2014,04/03/2014,Shipped Early,36.8,20,0,736,147.06,27.82
560,10458,56,76,7,3,26/02/2014,26/03/2014,04/03/2014,Shipped Early,30.4,15,0,456,147.06,17.23
561,10458,71,76,7,3,26/02/2014,26/03/2014,04/03/2014,Shipped Early,17.2,50,0,860,147.06,32.5
562,10459,7,84,4,2,27/02/2014,27/03/2014,28/02/2014,Shipped Early,24,16,0.05,364.8,25.09,5.52
563,10459,46,84,4,2,27/02/2014,27/03/2014,28/02/2014,Shipped Early,9.6,20,0.05,182.4,25.09,2.76
564,10459,72,84,4,2,27/02/2014,27/03/2014,28/02/2014,Shipped Early,27.8,40,0,1112,25.09,16.82
565,10460,68,24,8,1,28/02/2014,28/03/2014,03/03/2014,Shipped Early,10,21,0.25,157.5,16.27,14.55
566,10460,75,24,8,1,28/02/2014,28/03/2014,03/03/2014,Shipped Early,6.2,4,0.25,18.6,16.27,1.72
567,10461,21,46,1,3,28/02/2014,28/03/2014,05/03/2014,Shipped Early,8,40,0.25,240,148.61,23.18
568,10461,30,46,1,3,28/02/2014,28/03/2014,05/03/2014,Shipped Early,20.7,28,0.25,434.7,148.61,41.98
569,10461,55,46,1,3,28/02/2014,28/03/2014,05/03/2014,Shipped Early,19.2,60,0.25,864,148.61,83.45
570,10462,13,16,2,1,03/03/2014,31/03/2014,18/03/2014,Shipped Early,4.8,1,0,4.8,6.17,0.19
571,10462,23,16,2,1,03/03/2014,31/03/2014,18/03/2014,Shipped Early,7.2,21,0,151.2,6.17,5.98
572,10463,19,76,5,3,04/03/2014,01/04/2014,06/03/2014,Shipped Early,7.3,21,0,153.3,14.78,3.18
573,10463,42,76,5,3,04/03/2014,01/04/2014,06/03/2014,Shipped Early,11.2,50,0,560,14.78,11.6
574,10464,4,28,4,2,04/03/2014,01/04/2014,14/03/2014,Shipped Early,17.6,16,0.2,225.28,89,12.46
575,10464,43,28,4,2,04/03/2014,01/04/2014,14/03/2014,Shipped Early,36.8,3,0,110.4,89,6.11
576,10464,56,28,4,2,04/03/2014,01/04/2014,14/03/2014,Shipped Early,30.4,30,0.2,729.6,89,40.35
577,10464,60,28,4,2,04/03/2014,01/04/2014,14/03/2014,Shipped Early,27.2,20,0,544,89,30.09
578,10465,24,83,1,3,05/03/2014,02/04/2014,14/03/2014,Shipped Early,3.6,25,0,90,145.04,5.18
579,10465,29,83,1,3,05/03/2014,02/04/2014,14/03/2014,Shipped Early,99,18,0.1,1603.8,145.04,92.38
580,10465,40,83,1,3,05/03/2014,02/04/2014,14/03/2014,Shipped Early,14.7,20,0,294,145.04,16.93
581,10465,45,83,1,3,05/03/2014,02/04/2014,14/03/2014,Shipped Early,7.6,30,0.1,205.2,145.04,11.82
582,10465,50,83,1,3,05/03/2014,02/04/2014,14/03/2014,Shipped Early,13,25,0,325,145.04,18.72
583,10466,11,15,4,1,06/03/2014,03/04/2014,13/03/2014,Shipped Early,16.8,10,0,168,11.93,9.28
584,10466,46,15,4,1,06/03/2014,03/04/2014,13/03/2014,Shipped Early,9.6,5,0,48,11.93,2.65
585,10467,24,49,8,2,06/03/2014,03/04/2014,11/03/2014,Shipped Early,3.6,28,0,100.8,4.93,2.11
586,10467,25,49,8,2,06/03/2014,03/04/2014,11/03/2014,Shipped Early,11.2,12,0,134.4,4.93,2.82
587,10468,30,39,3,3,07/03/2014,04/04/2014,12/03/2014,Shipped Early,20.7,8,0,165.6,44.12,10.18
588,10468,43,39,3,3,07/03/2014,04/04/2014,12/03/2014,Shipped Early,36.8,15,0,552,44.12,33.94
589,10469,2,89,1,1,10/03/2014,07/04/2014,14/03/2014,Shipped Early,15.2,40,0.15,516.8,60.18,32.51
590,10469,16,89,1,1,10/03/2014,07/04/2014,14/03/2014,Shipped Early,13.9,35,0.15,413.53,60.18,26.01
591,10469,44,89,1,1,10/03/2014,07/04/2014,14/03/2014,Shipped Early,15.5,2,0.15,26.35,60.18,1.66
592,10470,18,9,4,2,11/03/2014,08/04/2014,14/03/2014,Shipped Early,50,30,0,1500,64.56,53.19
593,10470,23,9,4,2,11/03/2014,08/04/2014,14/03/2014,Shipped Early,7.2,15,0,108,64.56,3.83
594,10470,64,9,4,2,11/03/2014,08/04/2014,14/03/2014,Shipped Early,26.6,8,0,212.8,64.56,7.55
595,10471,7,11,2,3,11/03/2014,08/04/2014,18/03/2014,Shipped Early,24,30,0,720,45.59,24.72
596,10471,56,11,2,3,11/03/2014,08/04/2014,18/03/2014,Shipped Early,30.4,20,0,608,45.59,20.87
597,10472,24,72,8,1,12/03/2014,09/04/2014,19/03/2014,Shipped Early,3.6,80,0.05,273.6,4.2,1.11
598,10472,51,72,8,1,12/03/2014,09/04/2014,19/03/2014,Shipped Early,42.4,18,0,763.2,4.2,3.09
599,10473,33,38,1,3,13/03/2014,27/03/2014,21/03/2014,Shipped Early,2,12,0,24,16.37,1.71
600,10473,71,38,1,3,13/03/2014,27/03/2014,21/03/2014,Shipped Early,17.2,12,0,206.4,16.37,14.66
601,10474,14,58,5,2,13/03/2014,10/04/2014,21/03/2014,Shipped Early,18.6,12,0,223.2,83.49,14.92
602,10474,28,58,5,2,13/03/2014,10/04/2014,21/03/2014,Shipped Early,36.4,18,0,655.2,83.49,43.79
603,10474,40,58,5,2,13/03/2014,10/04/2014,21/03/2014,Shipped Early,14.7,21,0,308.7,83.49,20.63
604,10474,75,58,5,2,13/03/2014,10/04/2014,21/03/2014,Shipped Early,6.2,10,0,62,83.49,4.14
605,10475,31,76,9,1,14/03/2014,11/04/2014,04/04/2014,Shipped Early,10,35,0.15,297.5,68.52,13.54
606,10475,66,76,9,1,14/03/2014,11/04/2014,04/04/2014,Shipped Early,13.6,60,0.15,693.6,68.52,31.57
607,10475,76,76,9,1,14/03/2014,11/04/2014,04/04/2014,Shipped Early,14.4,42,0.15,514.08,68.52,23.4
608,10476,55,35,8,3,17/03/2014,14/04/2014,24/03/2014,Shipped Early,19.2,2,0.05,36.48,4.41,0.89
609,10476,70,35,8,3,17/03/2014,14/04/2014,24/03/2014,Shipped Early,12,12,0,144,4.41,3.52
610,10477,1,60,5,2,17/03/2014,14/04/2014,25/03/2014,Shipped Early,14.4,15,0,216,13.02,5.04
611,10477,21,60,5,2,17/03/2014,14/04/2014,25/03/2014,Shipped Early,8,21,0.25,126,13.02,2.94
612,10477,39,60,5,2,17/03/2014,14/04/2014,25/03/2014,Shipped Early,14.4,20,0.25,216,13.02,5.04
613,10478,10,84,2,3,18/03/2014,01/04/2014,26/03/2014,Shipped Early,24.8,20,0.05,471.2,4.81,4.81
614,10479,38,65,3,3,19/03/2014,16/04/2014,21/03/2014,Shipped Early,210.8,30,0,6324,708.95,427.17
615,10479,53,65,3,3,19/03/2014,16/04/2014,21/03/2014,Shipped Early,26.2,28,0,733.6,708.95,49.55
616,10479,59,65,3,3,19/03/2014,16/04/2014,21/03/2014,Shipped Early,44,60,0,2640,708.95,178.33
617,10479,64,65,3,3,19/03/2014,16/04/2014,21/03/2014,Shipped Early,26.6,30,0,798,708.95,53.9
618,10480,47,23,6,2,20/03/2014,17/04/2014,24/03/2014,Shipped Early,7.6,30,0,228,1.35,0.41
619,10480,59,23,6,2,20/03/2014,17/04/2014,24/03/2014,Shipped Early,44,12,0,528,1.35,0.94
620,10481,49,67,8,2,20/03/2014,17/04/2014,25/03/2014,Shipped Early,16,24,0,384,64.33,16.78
621,10481,60,67,8,2,20/03/2014,17/04/2014,25/03/2014,Shipped Early,27.2,40,0,1088,64.33,47.55
622,10482,40,43,1,3,21/03/2014,18/04/2014,10/04/2014,Shipped Early,14.7,10,0,147,7.48,7.48
623,10483,34,89,7,2,24/03/2014,21/04/2014,25/04/2014,Shipping Delayed,11.2,35,0.05,372.4,15.28,8.51
624,10483,77,89,7,2,24/03/2014,21/04/2014,25/04/2014,Shipping Delayed,10.4,30,0.05,296.4,15.28,6.77
625,10484,21,11,3,3,24/03/2014,21/04/2014,01/04/2014,Shipped Early,8,14,0,112,6.88,2
626,10484,40,11,3,3,24/03/2014,21/04/2014,01/04/2014,Shipped Early,14.7,10,0,147,6.88,2.62
627,10484,51,11,3,3,24/03/2014,21/04/2014,01/04/2014,Shipped Early,42.4,3,0,127.2,6.88,2.27
628,10485,2,47,4,2,25/03/2014,08/04/2014,31/03/2014,Shipped Early,15.2,20,0.1,273.6,64.45,11.13
629,10485,3,47,4,2,25/03/2014,08/04/2014,31/03/2014,Shipped Early,8,20,0.1,144,64.45,5.86
630,10485,55,47,4,2,25/03/2014,08/04/2014,31/03/2014,Shipped Early,19.2,30,0.1,518.4,64.45,21.09
631,10485,70,47,4,2,25/03/2014,08/04/2014,31/03/2014,Shipped Early,12,60,0.1,648,64.45,26.37
632,10486,11,35,1,2,26/03/2014,23/04/2014,02/04/2014,Shipped Early,16.8,5,0,84,30.53,2.02
633,10486,51,35,1,2,26/03/2014,23/04/2014,02/04/2014,Shipped Early,42.4,25,0,1060,30.53,25.44
634,10486,74,35,1,2,26/03/2014,23/04/2014,02/04/2014,Shipped Early,8,16,0,128,30.53,3.07
635,10487,19,62,2,2,26/03/2014,23/04/2014,28/03/2014,Shipped Early,7.3,5,0,36.5,71.07,2.92
636,10487,26,62,2,2,26/03/2014,23/04/2014,28/03/2014,Shipped Early,24.9,30,0,747,71.07,59.67
637,10487,54,62,2,2,26/03/2014,23/04/2014,28/03/2014,Shipped Early,5.9,24,0.25,106.2,71.07,8.48
638,10488,59,25,8,2,27/03/2014,24/04/2014,02/04/2014,Shipped Early,44,30,0,1320,4.93,4.3
639,10488,73,25,8,2,27/03/2014,24/04/2014,02/04/2014,Shipped Early,12,20,0.2,192,4.93,0.63
640,10489,11,59,6,2,28/03/2014,25/04/2014,09/04/2014,Shipped Early,16.8,15,0.25,189,5.29,2.28
641,10489,16,59,6,2,28/03/2014,25/04/2014,09/04/2014,Shipped Early,13.9,18,0,250.2,5.29,3.01
642,10490,59,35,7,2,31/03/2014,28/04/2014,03/04/2014,Shipped Early,44,60,0,2640,210.19,175.42
643,10490,68,35,7,2,31/03/2014,28/04/2014,03/04/2014,Shipped Early,10,30,0,300,210.19,19.93
644,10490,75,35,7,2,31/03/2014,28/04/2014,03/04/2014,Shipped Early,6.2,36,0,223.2,210.19,14.83
645,10491,44,28,8,3,31/03/2014,28/04/2014,08/04/2014,Shipped Early,15.5,15,0.15,197.63,16.96,12.92
646,10491,77,28,8,3,31/03/2014,28/04/2014,08/04/2014,Shipped Early,10.4,7,0.15,61.88,16.96,4.04
647,10492,25,10,3,1,01/04/2014,29/04/2014,11/04/2014,Shipped Early,11.2,60,0.05,638.4,62.89,47.17
648,10492,42,10,3,1,01/04/2014,29/04/2014,11/04/2014,Shipped Early,11.2,20,0.05,212.8,62.89,15.72
649,10493,65,41,4,3,02/04/2014,30/04/2014,10/04/2014,Shipped Early,16.8,15,0.1,226.8,10.64,3.97
650,10493,66,41,4,3,02/04/2014,30/04/2014,10/04/2014,Shipped Early,13.6,10,0.1,122.4,10.64,2.14
651,10493,69,41,4,3,02/04/2014,30/04/2014,10/04/2014,Shipped Early,28.8,10,0.1,259.2,10.64,4.53
652,10494,56,15,4,2,02/04/2014,30/04/2014,09/04/2014,Shipped Early,30.4,30,0,912,65.99,65.99
653,10495,23,42,3,3,03/04/2014,01/05/2014,11/04/2014,Shipped Early,7.2,10,0,72,4.65,1.2
654,10495,41,42,3,3,03/04/2014,01/05/2014,11/04/2014,Shipped Early,7.7,20,0,154,4.65,2.58
655,10495,77,42,3,3,03/04/2014,01/05/2014,11/04/2014,Shipped Early,10.4,5,0,52,4.65,0.87
656,10496,31,81,7,2,04/04/2014,02/05/2014,07/04/2014,Shipped Early,10,20,0.05,190,46.77,46.77
657,10497,56,44,7,1,04/04/2014,02/05/2014,07/04/2014,Shipped Early,30.4,14,0,425.6,36.21,11.16
658,10497,72,44,7,1,04/04/2014,02/05/2014,07/04/2014,Shipped Early,27.8,25,0,695,36.21,18.23
659,10497,77,44,7,1,04/04/2014,02/05/2014,07/04/2014,Shipped Early,10.4,25,0,260,36.21,6.82
660,10498,24,35,8,2,07/04/2014,05/05/2014,11/04/2014,Shipped Early,4.5,14,0,63,29.75,3.26
661,10498,40,35,8,2,07/04/2014,05/05/2014,11/04/2014,Shipped Early,18.4,5,0,92,29.75,4.76
662,10498,42,35,8,2,07/04/2014,05/05/2014,11/04/2014,Shipped Early,14,30,0,420,29.75,21.73
663,10499,28,46,4,2,08/04/2014,06/05/2014,16/04/2014,Shipped Early,45.6,20,0,912,102.02,65.89
664,10499,49,46,4,2,08/04/2014,06/05/2014,16/04/2014,Shipped Early,20,25,0,500,102.02,36.13
665,10500,15,41,6,1,09/04/2014,07/05/2014,17/04/2014,Shipped Early,15.5,12,0.05,176.7,42.68,14.41
666,10500,28,41,6,1,09/04/2014,07/05/2014,17/04/2014,Shipped Early,45.6,8,0.05,346.56,42.68,28.27
667,10501,54,6,9,3,09/04/2014,07/05/2014,16/04/2014,Shipped Early,7.45,20,0,149,8.85,8.85
668,10502,45,58,2,1,10/04/2014,08/05/2014,29/04/2014,Shipped Early,9.5,21,0,199.5,69.32,16.94
669,10502,53,58,2,1,10/04/2014,08/05/2014,29/04/2014,Shipped Early,32.8,6,0,196.8,69.32,16.71
670,10502,67,58,2,1,10/04/2014,08/05/2014,29/04/2014,Shipped Early,14,30,0,420,69.32,35.67
671,10503,14,37,6,2,11/04/2014,09/05/2014,16/04/2014,Shipped Early,23.25,70,0,1627.5,16.74,13.3
672,10503,65,37,6,2,11/04/2014,09/05/2014,16/04/2014,Shipped Early,21.05,20,0,421,16.74,3.44
673,10504,2,89,4,3,11/04/2014,09/05/2014,18/04/2014,Shipped Early,19,12,0,228,59.13,9.71
674,10504,21,89,4,3,11/04/2014,09/05/2014,18/04/2014,Shipped Early,10,12,0,120,59.13,5.11
675,10504,53,89,4,3,11/04/2014,09/05/2014,18/04/2014,Shipped Early,32.8,10,0,328,59.13,13.97
676,10504,61,89,4,3,11/04/2014,09/05/2014,18/04/2014,Shipped Early,28.5,25,0,712.5,59.13,30.34
677,10505,62,51,3,3,14/04/2014,12/05/2014,21/04/2014,Shipped Early,49.3,3,0,147.9,7.13,7.13
678,10506,25,39,9,2,15/04/2014,13/05/2014,02/05/2014,Shipped Early,14,18,0.1,226.8,21.19,11.56
679,10506,70,39,9,2,15/04/2014,13/05/2014,02/05/2014,Shipped Early,15,14,0.1,189,21.19,9.63
680,10507,43,3,7,1,15/04/2014,13/05/2014,22/04/2014,Shipped Early,46,15,0.15,586.5,47.45,37.15
681,10507,48,3,7,1,15/04/2014,13/05/2014,22/04/2014,Shipped Early,12.75,15,0.15,162.56,47.45,10.3
682,10508,13,56,1,2,16/04/2014,14/05/2014,13/05/2014,Shipped Early,6,10,0,60,4.99,1.25
683,10508,39,56,1,2,16/04/2014,14/05/2014,13/05/2014,Shipped Early,18,10,0,180,4.99,3.74
684,10509,28,6,4,1,17/04/2014,15/05/2014,29/04/2014,Shipped Early,45.6,3,0,136.8,0.15,0.15
685,10510,29,71,6,3,18/04/2014,16/05/2014,28/04/2014,Shipped Early,123.79,36,0,4456.44,367.63,348.02
686,10510,75,71,6,3,18/04/2014,16/05/2014,28/04/2014,Shipped Early,7.75,36,0.1,251.1,367.63,19.61
687,10511,4,9,4,3,18/04/2014,16/05/2014,21/04/2014,Shipped Early,22,50,0.15,935,350.64,128.57
688,10511,7,9,4,3,18/04/2014,16/05/2014,21/04/2014,Shipped Early,30,50,0.15,1275,350.64,175.32
689,10511,8,9,4,3,18/04/2014,16/05/2014,21/04/2014,Shipped Early,40,10,0.15,340,350.64,46.75
690,10512,24,21,7,2,21/04/2014,19/05/2014,24/04/2014,Shipped Early,4.5,10,0.15,38.25,3.53,0.26
691,10512,46,21,7,2,21/04/2014,19/05/2014,24/04/2014,Shipped Early,12,9,0.15,91.8,3.53,0.62
692,10512,47,21,7,2,21/04/2014,19/05/2014,24/04/2014,Shipped Early,9.5,6,0.15,48.45,3.53,0.33
693,10512,60,21,7,2,21/04/2014,19/05/2014,24/04/2014,Shipped Early,34,12,0.15,346.8,3.53,2.33
694,10513,21,86,7,1,22/04/2014,03/06/2014,28/04/2014,Shipped Early,10,40,0.2,320,105.65,17.41
695,10513,32,86,7,1,22/04/2014,03/06/2014,28/04/2014,Shipped Early,32,50,0.2,1280,105.65,69.64
696,10513,61,86,7,1,22/04/2014,03/06/2014,28/04/2014,Shipped Early,28.5,15,0.2,342,105.65,18.61
697,10514,20,20,3,2,22/04/2014,20/05/2014,16/05/2014,Shipped Early,81,39,0,3159,789.95,289.38
698,10514,28,20,3,2,22/04/2014,20/05/2014,16/05/2014,Shipped Early,45.6,35,0,1596,789.95,146.2
699,10514,56,20,3,2,22/04/2014,20/05/2014,16/05/2014,Shipped Early,38,70,0,2660,789.95,243.67
700,10514,65,20,3,2,22/04/2014,20/05/2014,16/05/2014,Shipped Early,21.05,39,0,820.95,789.95,75.2
701,10514,75,20,3,2,22/04/2014,20/05/2014,16/05/2014,Shipped Early,7.75,50,0,387.5,789.95,35.5
702,10515,9,63,2,1,23/04/2014,07/05/2014,23/05/2014,Shipping Delayed,97,16,0.15,1319.2,204.47,27.19
703,10515,16,63,2,1,23/04/2014,07/05/2014,23/05/2014,Shipping Delayed,17.45,50,0,872.5,204.47,17.98
704,10515,27,63,2,1,23/04/2014,07/05/2014,23/05/2014,Shipping Delayed,43.9,120,0,5268,204.47,108.57
705,10515,33,63,2,1,23/04/2014,07/05/2014,23/05/2014,Shipping Delayed,2.5,16,0.15,34,204.47,0.7
706,10515,60,63,2,1,23/04/2014,07/05/2014,23/05/2014,Shipping Delayed,34,84,0.15,2427.6,204.47,50.03
707,10516,18,37,2,3,24/04/2014,22/05/2014,01/05/2014,Shipped Early,62.5,25,0.1,1406.25,62.78,37.08
708,10516,41,37,2,3,24/04/2014,22/05/2014,01/05/2014,Shipped Early,9.65,80,0.1,694.8,62.78,18.32
709,10516,42,37,2,3,24/04/2014,22/05/2014,01/05/2014,Shipped Early,14,20,0,280,62.78,7.38
710,10517,52,53,3,3,24/04/2014,22/05/2014,29/04/2014,Shipped Early,7,6,0,42,32.07,3.83
711,10517,59,53,3,3,24/04/2014,22/05/2014,29/04/2014,Shipped Early,55,4,0,220,32.07,20.04
712,10517,70,53,3,3,24/04/2014,22/05/2014,29/04/2014,Shipped Early,15,6,0,90,32.07,8.2
